,winner,r1,r2,d1,d2,0
0,1.0,-1.0,-1.0,0.01465590205,0.007281080354000001,3
1,0.5,-1.0,-1.0,0.005612432957,0.0059392936529999996,2
2,1.0,-1.0,5.525968655,0.01832646877,0.018520560119999998,2
3,0.0,-1.0,-1.0,0.003585138591,0.004979998805,2
4,0.0,8.193314186,-1.0,0.1674947441,0.15624591710000002,2
5,0.0,9.454389591,-1.0,0.008964844048,0.006184605882,2
6,1.0,8.941849361000001,8.873649661,0.008958841674,0.008662375621,2
7,1.0,-1.0,-1.0,0.2004232407,0.08651023357999998,2
8,1.0,-1.0,-1.0,0.1815369725,0.06661892682,2
9,0.0,6.935531577000001,-1.0,0.001840716926,0.0033362056130000002,2
10,1.0,8.773453225,9.639386851,0.0187133085,0.006916100159,2
11,1.0,-1.0,-1.0,0.02697250433,0.025581726800000003,2
12,1.0,7.350289802000001,9.648440345,9.110981045999999e-05,9.400080307e-05,2
13,1.0,5.809518249,9.070318151,0.003112402279,0.002442765515,2
14,1.0,8.556701362,9.108189792000001,0.006911961827,0.008521803655,2
15,0.0,-1.0,-1.0,0.013778107240000002,0.03332023323,2
16,0.0,5.93792432,-1.0,0.0070511261,0.008091039024,2
17,0.0,-1.0,-1.0,0.024675982069999998,0.07287619262999999,2
18,1.0,8.283206465,7.1330712620000005,0.0241268333,0.0030935462560000002,2
19,0.0,8.614501968999999,-1.0,0.0061931577509999995,0.0111857513,2
20,0.0,-1.0,-1.0,0.04763354734,0.12007717039999999,2
21,1.0,8.140732773,8.45178491,0.08994472027,0.08032254875,2
22,1.0,-1.0,-1.0,0.00647854479,0.0033891329080000003,2
23,0.0,5.484363755,-1.0,0.008611701429,0.01034001634,2
24,0.0,9.113284602,8.503120036,0.0038072431929999997,0.003604983445,2
25,1.0,7.0154792,9.316242492999999,0.005349489860000001,0.0003740201937,2
26,0.0,8.772935244,-1.0,0.01235927828,0.005385712254999999,2
27,0.0,-1.0,6.088476088999999,0.009951488114999999,0.011816049930000001,2
28,1.0,-1.0,-1.0,0.004639235791,0.003251301823,2
29,0.0,8.964294608,-1.0,0.05335048586,0.04198310897,2
30,1.0,7.375508298,7.865989905,0.008894980884999999,0.002897862578,2
31,0.5,-1.0,-1.0,1.0,0.48557055,2
32,1.0,-1.0,-1.0,0.025467533619999996,0.0013052375290000002,2
33,1.0,9.132337656,9.362584216,0.009052096866,0.0063762520440000005,2
34,0.0,-1.0,-1.0,0.001619338407,0.0019914498550000002,2
35,0.0,7.349630315,-1.0,0.045556966219999995,0.006900672335,2
36,0.0,9.558280511,8.484596603,0.014660997319999999,0.01522318274,2
37,0.0,9.496003086,8.700060662,0.3715497255,0.07567393035,2
38,1.0,-1.0,9.10373904,0.0204930231,0.00319231418,2
39,0.0,-1.0,-1.0,0.00153457548,0.005988189485000001,2
40,0.0,-1.0,-1.0,0.001407059724,0.002095029922,2
41,0.5,-1.0,-1.0,0.027751639489999997,0.259827137,2
42,0.0,8.714391789,9.006167172,0.03771549463,0.14274856449999998,1
43,0.0,7.812175749,7.851529823,0.02541356534,0.023946290840000002,1
44,0.0,8.691909418,-1.0,0.7235854864,0.4582265317,1
45,0.0,8.714391789,-1.0,0.03771549463,0.1246805564,1
46,0.0,7.821278436,6.943681922000001,0.000385925232,0.001071294188,1
47,0.0,8.720862996000001,8.069661005,0.0056862575,0.007944907993,1
48,0.0,8.720862996000001,8.070349007999999,0.0071896975859999995,0.010984154420000001,1
49,0.0,8.708438753,-1.0,0.010435741390000001,0.004438200034,1
50,0.0,8.698100193,8.501146965,0.004245194141,0.005573751871,1
51,0.0,8.095572138,6.0797846710000005,0.0052347783929999996,0.008433358743999999,1
52,0.0,8.687666017,9.043228217000001,0.0008716589073,0.0018869730410000002,1
53,0.0,7.829459914,-1.0,0.02761820704,0.03300060332,1
54,0.0,7.734953881,6.2604102070000005,0.5354626775,0.46865236759999995,1
55,0.0,8.665750825,-1.0,0.2208016217,0.23369172219999998,1
56,0.0,7.880062726,-1.0,0.014311179519999998,0.0139879426,1
57,0.0,8.662597052,8.627298755,0.1071878448,0.1118622199,1
58,0.0,8.640366107,7.888594632999999,0.1427176148,0.1585326493,1
59,0.0,8.634163115,7.465891178,1.0,1.0,1
60,0.0,7.90793941,6.816731226,0.01910711452,0.003809136571,1
61,0.0,7.920167631,6.036935595,0.007091423031,0.0064534582200000004,1
62,0.0,7.940834203,-1.0,0.005125547759,0.005841149017000001,1
63,0.0,7.737140403,8.008395789,0.003656020621,0.004728853703,1
64,0.0,8.741995897,7.495557317,0.3346792459,0.6227257252,1
65,0.0,8.724684469,6.274596894,0.01872746833,0.013947385359999998,1
66,0.0,8.812212597,-1.0,0.008452047594,0.01278719772,1
67,0.0,8.899310612999999,8.032448148,0.01015323959,0.013091263359999999,1
68,0.0,7.710029904,-1.0,0.06542904675,0.07754527032000001,1
69,0.0,8.897411935,8.008514417999999,0.008496444672,0.010363888,1
70,0.0,7.712157996,7.812175749,0.006724928506,0.02541356534,1
71,0.0,8.882563649,9.213809529,0.009058883414000001,0.04481808841,1
72,0.0,8.875740951000001,7.021877595,0.009718242101,0.00941081997,1
73,0.0,8.834551497,7.8253953229999995,0.01009900961,0.008959824219,1
74,0.0,8.81777598,-1.0,0.00338635128,0.004021904430999999,1
75,0.0,8.817072504,9.60568506,0.02280603349,0.051961775870000004,1
76,0.0,8.816980748999999,6.896138066000001,0.014883650469999997,0.01419166196,1
77,0.0,7.718773783,-1.0,0.01254951674,0.02336519957,1
78,0.0,8.73762011,7.954659522999999,0.0026246835479999996,0.007350104394999999,1
79,0.0,8.808885211,8.571143398,0.004810603801,0.02121143974,1
80,0.0,8.795913102,7.98273127,0.0299466867,0.031067995350000002,1
81,0.0,8.795227921,8.058907528999999,0.007741842419,0.01224669907,1
82,0.0,8.791127643,-1.0,0.030439700930000004,0.033843867480000005,1
83,0.0,8.788517011,8.74483723,0.4849679768,0.1762361377,1
84,0.0,7.72255766,8.537560844,0.001405997784,0.015199418180000002,1
85,0.0,8.77753592,7.638240676000001,0.003279257566,0.004651977214999999,1
86,0.0,8.77492982,8.456127453999999,0.01417708211,0.02107579634,1
87,0.0,7.731111785,-1.0,0.009292335249,0.007015616633,1
88,0.0,8.573989637999999,7.712078632000001,0.0059323040769999995,0.00491329236,1
89,0.0,8.598753517,8.532139361,0.0027747123969999996,0.0025138561610000003,1
90,0.0,8.552403799,7.500358307999999,0.010924054309999999,0.019418248909999998,1
91,0.0,8.561379142,8.581539625,0.007136604749,0.008213201538,1
92,0.0,8.553124206,8.890894997,0.01948628575,0.012950504199999999,1
93,0.0,8.338884700000001,7.266408016000001,0.0054821041410000005,0.00355063146,1
94,0.0,8.321471811,7.602765457,0.0026164120060000002,0.001996889012,1
95,0.0,8.312178977,-1.0,0.05785090103999999,0.0173397772,1
96,0.0,8.03002732,5.886585462999999,0.023591550069999998,0.020617574450000002,1
97,0.0,8.295032259,-1.0,0.01332180202,0.008702939376,1
98,0.0,8.27993485,6.068726889,0.01906231046,0.0066776392050000005,1
99,0.0,8.271798758,6.963387435,0.004480641335,0.008805824444,1
100,0.0,8.226174165,8.566188831,0.2628312707,0.27470305559999997,1
101,0.0,8.204284612999999,8.101152914,0.0013902268840000002,0.002349985531,1
102,0.0,8.199334481000001,-1.0,0.00509277638,0.0157245826,1
103,0.0,8.194613126,6.501558028,0.005692877807,0.0045492546629999995,1
104,0.0,8.056822296,-1.0,0.009765144438,0.007656408474,1
105,0.0,8.193261504,6.9327277270000005,0.007362821605,0.004992921371,1
106,0.0,8.191390756,-1.0,0.005414897576,0.0035478034989999997,1
107,0.0,8.058907528999999,9.433765102,0.0009913409594,0.008317534812,1
108,0.0,8.075359651,8.013487217,0.003995438572,0.01141996216,1
109,0.0,8.156617434,-1.0,0.018749566750000002,0.020167706530000003,1
110,0.0,8.146126336,-1.0,0.005652804393,0.006319488399,1
111,0.0,8.145104077000001,-1.0,0.012402765449999999,0.0028983813240000002,1
112,0.0,8.123205354,7.047145135,0.00288541778,0.005696296226,1
113,0.0,8.120796289,7.321090058999999,0.008636800572000001,0.008040155283999999,1
114,0.0,8.004802489,8.244069925,0.001798655489,0.006980684586,1
115,0.0,8.341596009,-1.0,0.01394063979,0.02386071347,1
116,0.0,8.343972237000001,-1.0,0.002044698689,0.0030970603690000003,1
117,0.0,7.971281874,7.820026027000001,0.008752648719,0.01565766521,1
118,0.0,8.105820929,9.150214611,0.004808829166,0.005367391742999999,1
119,0.0,8.528489102,5.374361436,0.0016942048680000002,0.001024434343,1
120,0.0,8.519100683,6.19684497,0.007301960606,0.005319444463,1
121,0.0,8.516959411,-1.0,0.1718367636,0.1204888672,1
122,0.0,7.967921633,-1.0,0.010517574850000001,0.009398654103,1
123,0.0,8.482382861,-1.0,0.0029342218770000003,0.003349187318,1
124,0.0,8.466331211,7.483366727999999,0.02208169177,0.014514474199999999,1
125,0.0,8.45041471,9.380617398,0.0052929548549999995,0.006624985952,1
126,0.0,8.45041471,8.700049827,0.008111577481,0.007161568385,1
127,0.0,8.444171142,-1.0,0.5155488253,0.6471756101,1
128,0.0,8.344387967000001,-1.0,0.0005378097994,0.003292839509,1
129,0.0,8.404180246000001,8.784852231,0.015050854530000003,0.02646065503,1
130,0.0,8.402884713999999,9.031721487,0.005568257999,0.008823921904,1
131,0.0,8.400210689,-1.0,0.018108326940000002,0.01445341855,1
132,0.0,8.397794823,6.251551753999999,0.010783702140000002,0.004302164539999999,1
133,0.0,8.38793524,7.387176472999999,0.005745986942,0.008815206587,1
134,0.0,7.978786464,3.285932243,0.009639374912,0.008394659497,1
135,0.0,8.387057685,8.388893312999999,0.3142942786,0.323202014,1
136,0.0,8.383899156,5.212337827,0.01226756442,0.007419143338,1
137,0.0,8.381953467,8.975069282,0.0034477296289999997,0.01153955143,1
138,0.0,8.93101778,-1.0,0.005852406844,0.0069268983790000006,1
139,0.0,9.003170977,-1.0,0.004640442785,0.004487628117,1
140,0.0,8.931032144,8.432575244,0.013188156299999998,0.01257865876,1
141,0.0,9.406314808,8.945975273,0.003648984944,0.0014360516800000001,1
142,0.0,9.481337148,9.462441155,0.007739205379,0.010943863540000001,1
143,0.0,9.478936017999999,9.097378238,0.01295660622,0.017950290810000002,1
144,0.0,9.474447487,7.1286894179999996,0.006278543732999999,0.005852718838,1
145,0.0,9.465789295,8.701741242999999,0.01083473209,0.006033204496,1
146,0.0,9.460729009,8.889373266,0.0069949119350000005,0.007254176773,1
147,0.0,9.455052397000001,8.891216579,0.00033835321660000004,0.0005219568848,1
148,0.0,9.451266394,9.112940015,0.04814883322,0.053652178499999995,1
149,0.0,9.445321055,8.624203332,0.025621764359999997,0.021106442439999998,1
150,0.0,9.442043494,6.298990521,0.010694865139999999,0.005095655564,1
151,0.0,9.441995599,-1.0,0.1839854568,0.1819475144,1
152,0.0,9.43021722,8.226925612999999,1.0,0.35831743479999995,1
153,0.0,9.423929108,9.494622524,0.004665258806,0.006559784524,1
154,0.0,9.397576701,7.352210793999999,0.004363510758,0.009424393997,1
155,0.0,8.93877406,9.025482842,0.39354515079999997,0.3979450166,1
156,0.0,9.397174677999999,7.394004236000001,0.01146723982,0.02085255273,1
157,0.0,9.385986952,9.112405408999999,0.0053456639870000005,0.009015854448,1
158,0.0,9.380073815,5.978207326000001,0.009127175435,0.008176612668,1
